"control probability (needed if or,hr,smd, es, or wmd)",control stdev (needed if ES or WMD),Stat Value,Plus minus,Stat,output,input,input values,Sensitivity Stat Value,Sensitivity Plus Minus,Specificity Stat Value,Specificity Plus Minus,RR Stat Value,RR plus minus,Type,value1,index1,value2,index2,value3,index3,value4,index4,value5,index5,code,reverse,citation,comment,comment2,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,study_n,study_design,study_population,verification_status
0.5,,0.35,0.23,SMD,hallmark_8_cellular_senescence_p16_mrna_log2,interleukin6_pg_mL,interleukin6_pg_mL_quartile_4_above_2.28,,,,,1.3065653048414414,0.1983902416309693,,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/19485966/ - Liu 2009: Expression of p16INK4a in peripheral blood T-cells is a biomarker of human aging,[2026-05-10 PMID extracted from <science><title> wrapper via quorum agent; both A+B agree],,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,unknown,"observational, adults","FIXED P0: was 0.36, corrected to 0.5000 (output NHANES prior)"
0.5,,0.46,0.18,SMD,hallmark_8_cellular_senescence_p16_mrna_log2,exercise,exercise_high_not,,,,,1.3938088106450093,0.1456967692620703,,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/19485966/ - Liu 2009: Expression of p16INK4a in peripheral blood T-cells is a biomarker of human aging,[2026-05-10 PMID extracted from <science><title> wrapper via quorum agent; both A+B agree],,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,unknown,"observational, adults","FIXED P0: was 0.68, corrected to 0.5000 (output NHANES prior)"
,,,,,hallmark_8_cellular_senescence_p16_mrna_log2,,,,,,,,,dependency_priors,hallmark_8_cellular_senescence_p16_mrna_log2_above_6,0.5,hallmark_8_cellular_senescence_p16_mrna_log2_above_6_not,0.5,,,,,,,,,,Threshold p16INK4a mRNA log2 >6. Prior=0.50 (median). p16 increases with age and is a senescence biomarker. Log2=6 = 64 expression units. Prior 0.50 implies median threshold. Liu 2009 (Aging Cell) used p16 in peripheral blood T-cells.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,hallmark_11_chronic_inflammation,inflammatory_diet,inflammatory_diet_yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,hallmark_11_chronic_inflammation,inflammation_indicators,inflammation_indicators_yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,hallmark_11_chronic_inflammation,,,,,,,,,all_of,hallmark_11_chronic_inflammation_yes,,hallmark_11_chronic_inflammation_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16,,0.083,0.2,SMD,hallmark_10_altered_intercellular_communication_immune_age,cardiovascular_disease,cardiovascular_disease_yes,,,,,1.1327229226078297,0.2980857658180531,,,,,,,,,,,,,,"<science><title>A clinically meaningful metric of immune age derived from high-dimensional longitudinal monitoring</>Alpert A, Pickman Y, Leipold M, et al<source>Nat Med</>2019;25:487-95<link>https://cdn.doctorcarnivoor.nl/wp-content/uploads/2020/09/27145932/A-clinically-meaningful-metric-of-immune-age-derived-from-highdimensional-longitudinal-monitoring_NatMed_2019.pdf</></> [PMID 30842675; added 2026-04-18 via audit]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,cohort,"Alpert cohort, longitudinal","FIXED P0: was 0.175, corrected to 0.1600 (output NHANES prior)"
0.16,,0.115,0.09,SMD,hallmark_10_altered_intercellular_communication_immune_age,hallmark_11_chronic_inflammation,hallmark_11_chronic_inflammation_yes,,,,,1.187434689006588,0.1488374562091341,,,,,,,,,,,,,,"<science><title>A clinically meaningful metric of immune age derived from high-dimensional longitudinal monitoring</>Alpert A, Pickman Y, Leipold M, et al<source>Nat Med</>2019;25:487-95<link>https://cdn.doctorcarnivoor.nl/wp-content/uploads/2020/09/27145932/A-clinically-meaningful-metric-of-immune-age-derived-from-highdimensional-longitudinal-monitoring_NatMed_2019.pdf</></> [PMID 30842675; added 2026-04-18 via audit]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,cohort,"Alpert cohort, longitudinal","FIXED P0: was 0.75, corrected to 0.1600 (output NHANES prior)"
,,,,,hallmark_10_altered_intercellular_communication_immune_age,,,,,,,,,dependency_priors,hallmark_10_altered_intercellular_communication_immune_age_older_5_or_more_years,0.16,hallmark_10_altered_intercellular_communication_immune_age_older_5_or_more_years_not,0.84,,,,,,,,,,Threshold immune age >5yr acceleration. Prior=0.16. Based on IMM-AGE metric from Alpert et al 2019 (Nat Med). Similar concept to epigenetic age; 11-16% prevalence is plausible. Same study used for input RR (SMD=0.083 for CV disease).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.005,,0.6,0.315,SMD,malondialdehyde_mg_g_creatinine,probiotic_supplementation,probiotic_supplementation_no,,,,,2.9336160868905736,1.2641892182871273,,,,,,,,,,,,,,"https://pubmed.ncbi.nlm.nih.gov/32062613/ - Den 2020 probiotics+cognition+oxidative-stress (MDA SMD -0.60 - INVERTED to row's encoding for opposite state, magnitude OK)","FIXED: D was 3.94e+23 (formula error). Correct: SMD=-0.60 (95%CI -0.91 to -0.28) from PMC7066922. Entered as absolute SMD=0.60, pm=0.315. [2026-05-10 fake PMID 7066922 removed; row kept for network structure; needs real citation]",,,,,,,,,,,,,,,,,,,,,,,,,,,,297.0,meta-analysis,meta-analysis of RCTs,"FIXED P0: was 0.04, corrected to 0.0050 (output NHANES prior)"
,,,,,malondialdehyde_mg_g_creatinine,,,,,,,,,dependency_priors,malondialdehyde_mg_g_creatinine_above_1.5,0.005,malondialdehyde_mg_g_creatinine_above_1.5_not,0.995,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9024833/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,,0.87,0.33,SMD,fibrinogen_mg_dL,copd,copd_yes,,,,,2.4672944807177664,0.5883585786331416,,,,,,,,,,,,,,"<science><title>Inflammatory Markers and the Risk of Chronic Obstructive Pulmonary Disease: A Systematic Review and Meta-Analysis</>Bin Su, Tiansheng Liu,Haojun Fan,Feng Chen,Hui Ding,Zhouwei Wu,Hongwu Wang,and Shike Hou Hong-Long (James) Ji<source>PLoS One</>2016; 11(4): e0150586<link>https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4841528/</></>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,39337.0,meta-analysis,"24 observational studies, 10,677 COPD + 28,660 controls","FIXED P0: was 0.103, corrected to 0.2500 (output NHANES prior)"
,,,,,fibrinogen_mg_dL,,,,,,,,,dependency_priors,fibrinogen_mg_dL_quartile_4_above_289,0.25,fibrinogen_mg_dL_quartile_4_above_289_not,0.75,,,,,,,,,,https://www.ahajournals.org/doi/10.1161/01.ATV.16.1.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_bowel_disease,,,,,,,,,discrete_priors,inflammatory_bowel_disease_yes,0.0006690000000000001,inflammatory_bowel_disease_no,0.999331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00721,,-0.83,0.3,SMD,mean_platelet_volume_fL,inflammatory_bowel_disease,inflammatory_bowel_disease_yes,,,,,1.490879851225572,0.3231427035991217,,,,,,,,,,,,,,"https://pubmed.ncbi.nlm.nih.gov/36040881/ - Bambo 2022 MPV-IBD meta. Paper reports MD=-0.83 fL (95%CI -1.15,-0.50; IBD LOWERS MPV). Sign-corrected from original SMD=+0.22 to SMD-proxy=-0.83 using paper-reported MD value (typical MPV SD ~1 fL makes MD ≈ SMD).",[overnight] promoted from mean_platelet_volume_fL_digestion to mean_platelet_volume_fL direct; bypasses saturating any_of aggregator [2026-05-10 fake PMID 36040881 removed; row kept for network structure; needs real citation] [2026-05-10 RR direction-flipped to match paper; magnitude adjusted to paper-reported MD],,,,,,,,,,,,,,,,,,,,,,,,,,,,2957.0,meta-analysis,meta-analysis,
0.023,,1.9,0.91,OR,mean_platelet_volume_fL_naive,non_alcoholic_steatohepatitis,non_alcoholic_steatohepatitis_yes,,,,,1.8614676202606053,0.8712398678775575,,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/21969091/ - NASH→MPV stepwise increase (OR ~1.9 derivable from means),[overnight] promoted from mean_platelet_volume_fL_digestion to mean_platelet_volume_fL direct; bypasses saturating any_of aggregator [2026-05-10 fake PMID 3245344 removed; row kept for network structure; needs real citation],,,,,,,,,,,,,,,,,,,,,,,,,,,,,cross-sectional,obese women,
0.023,,0.89,0.56,SMD,mean_platelet_volume_fL_naive,non_alcoholic_fatty_liver_disease,non_alcoholic_fatty_liver_disease_yes,,,,,4.58474756509767,2.8010674227690524,,,,,,,,,,,,,,"<science><title>Association between platelet indices and non-alcoholic fatty liver disease: a systematic review and meta-analysis</>Li Li, Jianxiu Yu, Zhongwei Zhou<source>Rev Esp Enferm Dig</>2022 Oct 20<link>https://pubmed.ncbi.nlm.nih.gov/36263810/</></>",[overnight] promoted from mean_platelet_volume_fL_digestion to mean_platelet_volume_fL direct; bypasses saturating any_of aggregator,,,,,,,,,,,,,,,,,,,,,,,,,,,,4786.0,meta-analysis,meta-analysis,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,[overnight] MPV aggregator/edge removed (flattened),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.424,,0.79,0.3,SMD,mean_platelet_volume_fL_naive,bmi,bmi_over_30_obesity,,,,,2.16387429936262,0.1386729247832518,,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/35578358/ - Nkambule 2022 MPV-obesity meta. Paper reports MD=0.79 fL (obese > normal). Magnitude corrected from SMD=4.18 to SMD-proxy=0.79 using paper-reported MD value (typical MPV SD ~1 fL makes MD ≈ SMD).,[overnight] promoted from mean_platelet_volume_fL_glucose to mean_platelet_volume_fL direct; bypasses saturating any_of aggregator [2026-05-10 fake PMID 35578358 removed; row kept for network structure; needs real citation] [2026-05-10 magnitude corrected to paper-reported MD; was 5x too high],,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,meta-analysis,meta-analysis,
0.116,,0.7,0.21,SMD,mean_platelet_volume_fL_naive,diabetes,diabetes_yes,,,,,2.739718240748556,0.657021833167351,,,,,,,,,,,,,,"<science><title>Platelet mean volume, distribution width, and count in type 2 diabetes, impaired fasting glucose, and metabolic syndrome: a meta-analysis</>Francesco Zaccardi, Bianca Rocca, Dario Pitocco, Luigi Tanese, Alessandro Rizzi, Giovanni Ghirlanda<source>Diabetes Metab Res Rev</>2015 May;31(4):402-10<link>https://pubmed.ncbi.nlm.nih.gov/25421610/</></>",[overnight] promoted from mean_platelet_volume_fL_glucose to mean_platelet_volume_fL direct; bypasses saturating any_of aggregator,,,,,,,,,,,,,,,,,,,,,,,,,,,,24245.0,meta-analysis,mixed,
0.085,,2.03,1.27,OR,mean_platelet_volume_fL_naive,fasting_glucose_mg_dL,fasting_glucose_mg_dL_high_above_100,,,,,1.8665808468576155,1.0907539787481833,,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/22410814/ - Diabetes/MetSyn-MPV NHANES 1999-2004 (OR 2.03),[cycle6] restored from cycle5 blank - will be fixed by connecting study approach [2026-05-10 fake PMID 3329806 removed; row kept for network structure; needs real citation],,,,,,,,,,,,,,,,,,,,,,,,,,,,13021.0,cross-sectional,NHANES 1999-2004,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,[overnight] MPV aggregator/edge removed (flattened),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,mean_platelet_volume_fL,mean_platelet_volume_fL_naive,mean_platelet_volume_fL_high_11.5_and_above,,,,,,,equivalent_to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,[overnight] MPV aggregator/edge removed (flattened),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,[overnight] MPV aggregator/edge removed (flattened),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,mean_platelet_volume_fL,,,,,,,,,dependency_nhanes_explicit,mean_platelet_volume_fL_high_11.5_and_above,11.5-1000,mean_platelet_volume_fL_normal_under_11.5,0-11.4,,,,,,,LBXMPSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3,,0.2108517498070411,0.1381049366077887,SMD,platelet_count_si,non_alcoholic_steatohepatitis,non_alcoholic_steatohepatitis_yes,,,,,1.28548292784372,0.1909600431310156,,,,,,,,,,,,,,"<science><title>Association between platelet indices and non-alcoholic fatty liver disease: a systematic review and meta-analysis</>Li Li, Jianxiu Yu, Zhongwei Zhou<source>Rev Esp Enferm Dig</>2022 Oct 20<link>https://pubmed.ncbi.nlm.nih.gov/36263810/</></>","[autofill Apr-20] col A updated to NHANES P0 per , 2026 convention",,,,,,,,,,,,,,,,,,,,,,,,,,,,4786.0,meta-analysis,meta-analysis,
0.32,,0.3028250599833612,0.2674844551719041,SMD,platelet_count_si,non_alcoholic_fatty_liver_disease,non_alcoholic_fatty_liver_disease_yes,,,,,1.4023932582083425,0.3584045553136525,,,,,,,,,,,,,,"<science><title>Association between platelet indices and non-alcoholic fatty liver disease: a systematic review and meta-analysis</>Li Li, Jianxiu Yu, Zhongwei Zhou<source>Rev Esp Enferm Dig</>2022 Oct 20<link>https://pubmed.ncbi.nlm.nih.gov/36263810/</></>","[autofill Apr-20] col A updated to NHANES P0 per , 2026 convention",,,,,,,,,,,,,,,,,,,,,,,,,,,,4786.0,meta-analysis,meta-analysis,
,,,,,platelet_count_si,platelet_count_si_naive,platelet_count_si_high_450K_and_above,,,,,,,equivalent_to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0206352545225073,,0.18,0.06,SMD,platelet_count_si,fasting_glucose_mg_dL,fasting_glucose_mg_dL_high_above_100,,,,,,,,,,,,,,,,,,,,"https://pubmed.ncbi.nlm.nih.gov/25421610/ - Zaccardi et al 2015 Diabetes Metab Res Rev, ""Platelet mean volume, distribution width, and count in T2D, IFG, and metabolic syndrome: a meta-analysis"". Platelet count in IFG: SMD=0.18 (95%CI 0.12-0.24, N=3960). Row input value matches IFG (FPG ≥ 100 mg/dL).","[cycle6] restored from cycle5 blank - will be fixed by connecting study approach | [prep] BLANKED again: original OR=2 pm=0.8 stat=OR M=1.960; reason: OR was *estimated from threshold data*, not a direct meta-analysis (per row citation). It is the direction-wrong row keeping platelet_count_si at abstain-d (qRR 0.98 DOWN vs lit 1.96 UP). Removing should promote platelet_count_si to tight-LoTP per Theorem activity-K3 (ρ=0.986 > φ_loose=0.833). [2026-05-10 fake PMID 2660482 removed; row kept for network structure; needs real citation] [2026-05-10 real Zaccardi 2015 meta substituted; row Stat updated from empty to SMD=0.18 per paper IFG analysis]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,cross-sectional,hyperglycemia,
0.416,,2.025668966842638,1.505733857992942,SMD,platelet_count_si,metabolic_syndrome,metabolic_syndrome_yes,,,,,2.199427876851073,0.6463430450898129,,,,,,,,,,,,,,"<science><title>Platelet mean volume, distribution width, and count in type 2 diabetes, impaired fasting glucose, and metabolic syndrome: a meta-analysis</>Francesco Zaccardi, Bianca Rocca, Dario Pitocco, Luigi Tanese, Alessandro Rizzi, Giovanni Ghirlanda<source>Diabetes Metab Res Rev</>2015 May;31(4):402-10<link>https://pubmed.ncbi.nlm.nih.gov/25421610/</></>","[autofill Apr-20] col A updated to NHANES P0 per , 2026 convention",,,,,,,,,,,,,,,,,,,,,,,,,,,,24245.0,meta-analysis,"meta-analysis, T2DM",
,,,,,platelet_count_si,,,,,,,,,dependency_nhanes_explicit,platelet_count_si_high_450K_and_above,450-10000,platelet_count_si_high_450K_and_above_not,0-449.999,,,,,,,LBXPLTSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,coagulation_biomarker,malondialdehyde_mg_g_creatinine,malondialdehyde_mg_g_creatinine_above_1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,coagulation_biomarker,fibrinogen_mg_dL,fibrinogen_mg_dL_quartile_4_above_289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,coagulation_biomarker,mean_platelet_volume_fL,mean_platelet_volume_fL_high_11.5_and_above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,coagulation_biomarker,platelet_count_si,platelet_count_si_high_450K_and_above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,coagulation_biomarker,,,,,,,,,any_of,coagulation_biomarker_high,,coagulation_biomarker_normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_biomarker,interleukin6_1beta_pg_mL,interleukin6_1beta_pg_mL_high_above_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_biomarker,c_reactive_protein_mg_L,c_reactive_protein_mg_L_high_above_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_biomarker,tnf_alpha_pg_mL,tnf_alpha_pg_mL_high_above_7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_biomarker,icam1_ng_mL,icam1_ng_mL_high_550_and_above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_biomarker,interleukin6_pg_mL,interleukin6_pg_mL_quartile_4_above_2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_biomarker,,,,,,,,,any_of,inflammatory_biomarker_high,,inflammatory_biomarker_normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammation_indicators,coagulation_biomarker,coagulation_biomarker_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammation_indicators,inflammatory_biomarker,inflammatory_biomarker_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammation_indicators,,,,,,,,,any_of,inflammation_indicators_yes,,inflammation_indicators_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,dietary_epa_gm,poly_unsaturated_fat_gm,,,,,,,,naive_0_nhanes_quartile,,,,,,,,,,,DR1TP205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tuna_eaten_times_per_month,poly_unsaturated_fat_gm,,,,,,,,naive_0_nhanes_explicit,tuna_eaten_per_month_0_or_1,0-1,tuna_eaten_per_month_2_to_3,2-3,tuna_eaten_per_month_4_to_7,4-7,tuna_eaten_per_month_8_or_more,8-25,,,DRD370BQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,dietary_dha_gm,poly_unsaturated_fat_gm,,,,,,,,naive_0_nhanes_quartile,,,,,,,,,,,DR1TP226,,,poly_unsaturated_fat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,fish_in_last_month,poly_unsaturated_fat_gm,,,,,,,,naive_0_nhanes_explicit,fish_in_last_month_no,2,fish_in_last_month_yes,1,,,,,,,DRQ360,,,healthy_diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,fish_last_month,poly_unsaturated_fat_gm,,,,,,,,naive_0_nhanes_explicit,fish_last_month_no,2,fish_last_month_yes,1,,,,,,,DRD360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,poly_unsaturated_fat_gm,,,,,,,,,discrete_nhanes_quartile_average,,,,,,,,,,,DR1IPFAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_sugars_and_fats,carbohydrate_intake_gm,carbohydrate_intake_gm_quartile_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_sugars_and_fats,dietary_cholesterol_mg,dietary_cholesterol_mg_quartile_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_sugars_and_fats,dietary_fat_gm,dietary_fat_gm_quartile_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_sugars_and_fats,,,,,,,,,any_of,inflammatory_sugars_and_fats_yes,,inflammatory_sugars_and_fats_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_minerals_and_protein,dietary_protein_gm,dietary_protein_gm_quartile_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_minerals_and_protein,dietary_b12_mcg,dietary_b12_mcg_quartile_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_minerals_and_protein,dietary_iron_mg,dietary_iron_mg_quartile_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_minerals_and_protein,,,,,,,,,any_of,inflammatory_minerals_and_protein_yes,,inflammatory_minerals_and_protein_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_fats_and_vitamin_deficiency,poly_unsaturated_fat_gm,poly_unsaturated_fat_gm_quartile_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_fats_and_vitamin_deficiency,dietary_vitamin_C_mg,dietary_vitamin_C_mg_quartile_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_fats_and_vitamin_deficiency,vitamin_d_nmol_per_liter,vitamin_d_nmol_per_liter_deficiency_under_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_fats_and_vitamin_deficiency,,,,,,,,,any_of,anti_inflammatory_fats_and_vitamin_deficiency_yes,,anti_inflammatory_fats_and_vitamin_deficiency_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_b_deficiency,dietary_b6_mg,dietary_b6_mg_quartile_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_b_deficiency,dietary_thiamin_mg,dietary_thiamin_mg_quartile_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_b_deficiency,dietary_riboflavin_mg,dietary_riboflavin_mg_quartile_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_b_deficiency,dietary_folate_mcg,dietary_folate_mcg_quartile_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_b_deficiency,,,,,,,,,any_of,anti_inflammatory_b_deficiency_yes,,anti_inflammatory_b_deficiency_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_mineral_and_fiber_deficiency,dietary_magnesium_mg,dietary_magnesium_mg_quartile_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_mineral_and_fiber_deficiency,dietary_zinc_mg,dietary_zinc_mg_quartile_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_mineral_and_fiber_deficiency,dietary_fiber_gm,dietary_fiber_gm_quartile_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_mineral_and_fiber_deficiency,,,,,,,,,any_of,anti_inflammatory_mineral_and_fiber_deficiency_yes,,anti_inflammatory_mineral_and_fiber_deficiency_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
